s_seeds_03_copies,sat,3.52
s_seeds_04_copies,sat,3.82
s_seeds_05_copies,sat,460.77
s_seeds_06_copies,sat,9.01
s_seeds_07_copies,sat,232.31
s_seeds_08_copies,sat,4.82
s_seeds_09_copies,sat,9.92
s_seeds_10_copies,sat,5.02
s_seeds_11_copies,indet,600.00
s_split_01_copies,sat,478.23
s_split_02_copies,sat,558.53
s_split_03_copies,indet,600.00
s_split_04_copies,sat,8.99
s_split_05_copies,indet,600.00
s_split_06_copies,sat,418.56
s_split_07_copies,indet,600.00
s_split_08_copies,sat,379.30
s_split_09_copies,indet,600.00
s_split_10_copies,sat,598.01
s_split_11_copies,indet,600.00
s_split_12_copies,indet,600.00
s_split_13_copies,sat,271.79
s_split_14_copies,indet,600.00
s_split_15_copies,indet,600.00
s_split_16_copies,indet,600.00
s_split_17_copies,indet,600.00
s_split_18_copies,indet,600.00
s_split_19_copies,sat,430.76
s_split_20_copies,sat,453.55
s_split_21_copies,indet,600.00
s_split_22_copies,indet,600.00
s_split_23_copies,indet,600.00
s_split_24_copies,indet,600.00
s_split_25_copies,indet,600.00
s_split_26_copies,sat,477.39
s_split_27_copies,indet,600.00
s_split_28_copies,indet,600.00
s_split_29_copies,indet,600.00
s_split_30_copies,indet,562.02
s_split_31_copies,sat,315.04
s_split_32_copies,indet,600.00
s_split_33_copies,indet,600.00
s_split_34_copies,indet,600.00
s_split_35_copies,indet,600.00
s_split_36_copies,sat,6.61
s_split_37_copies,indet,600.00
s_split_38_copies,sat,471.50
s_split_39_copies,sat,8.82
s_split_40_copies,indet,92.81
s_split_41_copies,sat,267.68
s_split_42_copies,indet,600.00
s_split_43_copies,sat,204.35
s_split_44_copies,indet,600.00
s_split_45_copies,sat,478.42
s_split_46_copies,sat,21.26
s_split_47_copies,indet,600.00
s_split_48_copies,sat,479.13
s_split_49_copies,sat,17.04
s_split_50_copies,indet,600.00
s_split_51_copies,indet,600.00
s_split_52_copies,sat,439.29
s_split_53_copies,indet,600.00
s_split_54_copies,sat,274.52
s_split_55_copies,indet,600.00
s_split_56_copies,indet,600.00
s_split_57_copies,indet,600.00
s_split_58_copies,indet,600.00
s_triv_01_copies,sat,2.97
s_triv_02_copies,sat,1.69
s_triv_03_copies,sat,1.54
s_triv_04_copies,sat,1.52
s_triv_05_copies,sat,1.58
s_triv_06_copies,sat,2.05
s_triv_07_copies,sat,8.13
s_triv_08_copies,sat,5.11
s_triv_09_copies,sat,151.26
s_triv_11_copies,sat,180.96
s_triv_12_copies,sat,181.20
s_triv_13_copies,sat,1.42
s_triv_14_copies,sat,2.95
s_triv_15_copies,sat,1.46
s_triv_16_copies,sat,31.30
s_triv_17_copies,sat,13.61
s_triv_18_copies,indet,600.00
sn_1024_copies,indet,600.00
sn_2048_copies,indet,600.00
sn_4096_copies,indet,600.00
sn_8192_copies,indet,600.00
spec_011_copies,indet,600.00
tg_copies,sat,3.59
three_dots_moving_1_copies,indet,600.00
three_dots_moving_2_copies,indet,600.00
three_dots_moving_3_copies,indet,600.00
trex1_copies,sat,1.99
trex3_copies,sat,3.41
up_13,sat,1.46
w1_copies,indet,600.00
w2_copies,indet,600.00
yz_plus_minus_1_copies,sat,2.13
yz_plus_minus_2_copies,sat,2.40
